"transferred_to_FWSpecies_date","transfer_notes","Valid_in_Gbif_refuge_YY_NN_","Found_in_FWSpecies_Y_N_","Category","Scientific_Name","rank","Origin","authority","TSN","accepted_tsn","accepted_latin","duplicate","usage","unaccept_reason","comments","vernacularName","dateFirstObserved","extirpated","inaturalistobs","arctosGUID","notes_distribution","notes_taxonomic","notes_biology","kingdom","division","phylum","class","Order","suborder","Family","subfamily","genus","evidence_URL"
"","","?Y","","","Pinalitus rostratus","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:238678"
"","","?Y","","","Pipunculus campestris","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:239619"
"","","?Y","","","Pipunculus luteicornis","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:239786"
"","","?Y","","","Pipunculus sp. SlikokOtu762","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:239618"
"","","?Y","","","Pityohyphantes alticeps","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:238634"
"","","?Y","","","Pityohyphantes cristatus","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:240363"
"","","?Y","","","Pityohyphantes limitaneus","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:239216"
"","","?Y","","","Plagiothecium piliferum","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/KNWR:Herb:11591"
"","","?Y","","","Platurocypta sp. BOLD:ACC5656","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:240634"
"","","?Y","","","Platycheirus quadratus","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:238992"
"","","?Y","","","Platycheirus sp. angustatus4","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:240536"
"","","?Y","","","Platypalpus sp. BOLD:AAV3699","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:240330"
"","","?Y","","","Platypalpus sp. BOLD:AAV3720","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:240538"
"","","?Y","","","Platypalpus sp. SlikokOtu424","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:239936"
"","","?Y","","","Platypezina sp. BOLD:ACD8933","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:240619"
"","","?Y","","","Plectiscidea sp. BOLD:AAE4602","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:240253"
"","","?Y","","","Plectiscidea sp. BOLD:AAY4134","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:240827"
"","","?Y","","","Plectiscidea sp. BOLD:ACC6916","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:240407"
"","","?Y","","","Plectiscidea sp. BOLD:ACF4667","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:239217"
"","","?Y","","","Plectiscidea sp. BOLD:ACJ0639","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:240513"
"","","?Y","","","Plectiscidea sp. BOLD:ADY1613","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:240364"
"","","?Y","","","Plectiscidea sp. SlikokOtu1808","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:238635"
"","","?Y","","","Plectiscidea sp. SlikokOtu2074","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:238898"
"","","?Y","","","Plectiscidea sp. SlikokOtu310","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:238636"
"","","?Y","","","Plectiscidea venusta","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:240828"
"","","?Y","","","Plectiscus impurator","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:239706"
"","","?Y","","","Plunomia sp. BOLD:AAG6897","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:238755"
"","","?Y","","","Polemonium acutiflorum","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/KNWRObs:Herb:806"
"","","?Y","","","Polyblastus sp. SlikokOtu462","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:240805"
"","","?Y","","","Polypedilum cultellatum","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:240409"
"","","?Y","","","Polypedilum sp. BOLD:AAC4537","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:238976"
"","","?Y","","","Polypedilum sp. BOLD:AAM6206","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:240365"
"","","?Y","","","Polypedilum sp. BOLD:AAN5344","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:239520"
"","","?Y","","","Polypedilum sp. BOLD:ABV1223","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:239553"
"","","?Y","","","Polypedilum tritum","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:240410"
"","","?Y","","","Populus hastata","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/KNWRObs:Herb:759"
"","","?Y","","","Praon cf. flavinode","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:240881"
"","","?Y","","","Praon sp. BOLD:ACF1737","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:239353"
"","","?Y","","","Praon sp. BOLD:ACG2836","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:240208"
"","","?Y","","","Praon volucre","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:239452"
"","","?Y","","","Prionocera turcica","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:240866"
"","","?Y","","","Proclitus ardentis","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:238641"
"","","?Y","","","Proclitus paganus","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:240738"
"","","?Y","","","Proclitus sp. SlikokOtu1005","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:239766"
"","","?Y","","","Proclitus sp. SlikokOtu1811","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:238637"
"","","?Y","","","Proclitus sp. SlikokOtu2231","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:239767"
"","","?Y","","","Proctotrupidae sp. BOLD:AAG7970","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:239827"
"","","?Y","","","Prosimulium sp. BOLD:AAA1296","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:238621"
"","","?Y","","","Protapanteles sp. BOLD:AAA7147","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:238850"
"","","?Y","","","Protapanteles sp. BOLD:ACI4084","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:240575"
"","","?Y","","","Psallus falleni","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:240286"
"","","?Y","","","Psectrocladius fennicus","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:240413"
"","","?Y","","","Pseudolimnophila inornata","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:239371"
"","","?Y","","","Psilidae sp. BOLD:AAF9705","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:239432"
"","","?Y","","","Psychodidae sp. BOLD:ACC1296","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:239433"
"","","?Y","","","Psylla striata","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:240263"
"","","?Y","","","Psyllidae sp. BOLD:AAG8690","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:239746"
"","","?Y","","","Pylaisia polyantha","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/KNWR:Herb:11988"
"","","?Y","","","Ramalina thrausta","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/KNWR:Herb:12322"
"","","?Y","","","Rhagonycha mandibularis","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:239712"
"","","?Y","","","Rhamphomyia sp. BOLD:ABY3641","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:239330"
"","","?Y","","","Rhamphomyia sp. BOLD:ACG3627","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:240774"
"","","?Y","","","Rhamphomyia sp. SlikokOtu1249","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:240775"
"","","?Y","","","Rhamphomyia sp. SlikokOtu2002","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:240776"
"","","?Y","","","Rhamphomyia sp. SlikokOtu519","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:240777"
"","","?Y","","","Rhamphomyia sp. SlikokOtu949","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:240778"
"","","?Y","","","Rheocricotopus sp. BOLD:ACM7368","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:239055"
"","","?Y","","","Rheotanytarsus pentapoda","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:240165"
"","","?Y","","","Rhizomnium glabrescens","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/KNWR:Herb:12327"
"","","?Y","","","Rhopalopterum carbonarium","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:238748"
"","","?Y","","","Rhopalopterum soror","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:238993"
"","","?Y","","","Rhopalopterum sp. BOLD:ACI8642","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:238747"
"","","?Y","","","Rhopobota naevana","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:240453"
"","","?Y","","","Rhysodromus mysticus","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/UAMObs:Ento:239554"
"","","?Y","","","Rhytidiadelphus subpinnatus","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/KNWR:Herb:11676"
"","","?Y","","","Rimularia caeca","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://arctos.database.museum/guid/KNWR:Herb:11723"
